RMBE1130-K_30K_-160ps_836nm_[1-10]Horiz	RMBE1130-K_30K_-160ps_836nm_[1-10]Horiz	RMBE1130-K_30K_-160ps_836nm_[1-10]Horiz
-4.700000e-002	7.400000e-005	-3.060000e-002
-4.650000e-002	5.000000e-005	-3.156000e-002
-4.600000e-002	1.040000e-004	-2.996000e-002
-4.550000e-002	1.110000e-004	-2.748000e-002
-4.500000e-002	1.580000e-004	-2.338000e-002
-4.450000e-002	1.720000e-004	-1.788000e-002
-4.400000e-002	1.730000e-004	-1.278000e-002
-4.350000e-002	2.070000e-004	-5.520000e-003
-4.300000e-002	2.940000e-004	1.700000e-003
-4.250000e-002	3.330000e-004	9.100000e-003
-4.200000e-002	3.830000e-004	1.708000e-002
-4.150000e-002	4.560000e-004	2.528000e-002
-4.100000e-002	4.720000e-004	3.132000e-002
-4.050000e-002	4.940000e-004	3.746000e-002
-4.000000e-002	5.100000e-004	4.058000e-002
-3.950000e-002	5.310000e-004	4.138000e-002
-3.900000e-002	5.350000e-004	4.038000e-002
-3.850000e-002	5.010000e-004	3.638000e-002
-3.800000e-002	4.830000e-004	2.922000e-002
-3.750000e-002	4.250000e-004	2.144000e-002
-3.700000e-002	3.420000e-004	1.278000e-002
-3.650000e-002	3.030000e-004	4.080000e-003
-3.600000e-002	2.520000e-004	-4.560000e-003
-3.550000e-002	2.200000e-004	-1.200000e-002
-3.500000e-002	1.580000e-004	-1.786000e-002
-3.450000e-002	1.210000e-004	-2.278000e-002
-3.400000e-002	8.200000e-005	-2.710000e-002
-3.350000e-002	1.130000e-004	-2.946000e-002
-3.300000e-002	8.500000e-005	-3.064000e-002
-3.250000e-002	1.270000e-004	-3.060000e-002
-3.200000e-002	1.120000e-004	-2.834000e-002
-3.150000e-002	1.220000e-004	-2.504000e-002
-3.100000e-002	1.670000e-004	-2.082000e-002
-3.050000e-002	2.050000e-004	-1.544000e-002
-3.000000e-002	2.500000e-004	-8.760000e-003
-2.950000e-002	3.000000e-004	-1.320000e-003
-2.900000e-002	3.390000e-004	6.620000e-003
-2.850000e-002	3.840000e-004	1.542000e-002
-2.800000e-002	4.260000e-004	2.292000e-002
-2.750000e-002	4.630000e-004	3.072000e-002
-2.700000e-002	5.170000e-004	3.598000e-002
-2.650000e-002	5.360000e-004	4.108000e-002
-2.600000e-002	5.440000e-004	4.342000e-002
-2.550000e-002	5.350000e-004	4.216000e-002
-2.500000e-002	5.040000e-004	3.882000e-002
-2.450000e-002	4.930000e-004	3.332000e-002
-2.400000e-002	4.500000e-004	2.508000e-002
-2.350000e-002	3.800000e-004	1.610000e-002
-2.300000e-002	3.190000e-004	7.540000e-003
-2.250000e-002	2.590000e-004	-1.140000e-003
-2.200000e-002	2.000000e-004	-9.060000e-003
-2.150000e-002	1.440000e-004	-1.544000e-002
-2.100000e-002	1.250000e-004	-2.158000e-002
-2.050000e-002	1.340000e-004	-2.608000e-002
-2.000000e-002	9.600000e-005	-2.898000e-002
-1.950000e-002	5.900000e-005	-2.970000e-002
-1.900000e-002	4.100000e-005	-2.990000e-002
-1.850000e-002	1.060000e-004	-2.818000e-002
-1.800000e-002	1.020000e-004	-2.656000e-002
-1.750000e-002	1.420000e-004	-2.284000e-002
-1.700000e-002	1.690000e-004	-1.730000e-002
-1.650000e-002	1.930000e-004	-1.214000e-002
-1.600000e-002	2.340000e-004	-4.780000e-003
-1.550000e-002	2.890000e-004	3.160000e-003
-1.500000e-002	3.650000e-004	1.182000e-002
-1.450000e-002	4.290000e-004	1.980000e-002
-1.400000e-002	4.700000e-004	2.806000e-002
-1.350000e-002	4.900000e-004	3.484000e-002
-1.300000e-002	5.350000e-004	4.032000e-002
-1.250000e-002	5.610000e-004	4.234000e-002
-1.200000e-002	5.340000e-004	4.250000e-002
-1.150000e-002	5.260000e-004	3.922000e-002
-1.100000e-002	4.620000e-004	3.336000e-002
-1.050000e-002	4.240000e-004	2.656000e-002
-1.000000e-002	3.810000e-004	1.692000e-002
-9.500000e-003	2.900000e-004	8.580000e-003
-9.000000e-003	2.680000e-004	-2.000000e-004
-8.500000e-003	2.190000e-004	-8.280000e-003
-8.000000e-003	2.130000e-004	-1.518000e-002
-7.500000e-003	1.450000e-004	-2.132000e-002
-7.000000e-003	1.030000e-004	-2.534000e-002
-6.500000e-003	1.060000e-004	-2.880000e-002
-6.000000e-003	7.900000e-005	-3.028000e-002
-5.500000e-003	9.600000e-005	-3.118000e-002
-5.000000e-003	8.200000e-005	-3.032000e-002
-4.500000e-003	9.100000e-005	-2.840000e-002
-4.000000e-003	1.200000e-004	-2.428000e-002
-3.500000e-003	1.680000e-004	-1.974000e-002
-3.000000e-003	2.000000e-004	-1.346000e-002
-2.500000e-003	2.620000e-004	-6.160000e-003
-2.000000e-003	2.740000e-004	1.000000e-003
-1.500000e-003	3.420000e-004	8.640000e-003
-1.000000e-003	4.180000e-004	1.736000e-002
-5.000000e-004	4.460000e-004	2.552000e-002
7.979728e-017	4.920000e-004	3.222000e-002
5.000000e-004	5.350000e-004	3.678000e-002
1.000000e-003	5.530000e-004	3.966000e-002
1.500000e-003	5.150000e-004	3.978000e-002
2.000000e-003	5.140000e-004	3.800000e-002
2.500000e-003	4.740000e-004	3.326000e-002
3.000000e-003	4.100000e-004	2.564000e-002
3.500000e-003	3.820000e-004	1.696000e-002
4.000000e-003	3.300000e-004	8.360000e-003
4.500000e-003	2.460000e-004	-4.000000e-005
5.000000e-003	1.980000e-004	-8.460000e-003
5.500000e-003	1.590000e-004	-1.558000e-002
6.000000e-003	1.370000e-004	-2.096000e-002
6.500000e-003	1.020000e-004	-2.532000e-002
7.000000e-003	8.300000e-005	-2.864000e-002
7.500000e-003	9.600000e-005	-3.144000e-002
8.000000e-003	7.100000e-005	-3.194000e-002
8.500000e-003	6.900000e-005	-3.056000e-002
9.000000e-003	1.160000e-004	-2.890000e-002
9.500000e-003	1.470000e-004	-2.462000e-002
1.000000e-002	1.540000e-004	-2.044000e-002
1.050000e-002	2.020000e-004	-1.470000e-002
1.100000e-002	2.360000e-004	-6.780000e-003
1.150000e-002	2.550000e-004	1.360000e-003
1.200000e-002	3.430000e-004	1.008000e-002
1.250000e-002	3.900000e-004	1.846000e-002
1.300000e-002	4.500000e-004	2.628000e-002
1.350000e-002	4.930000e-004	3.354000e-002
1.400000e-002	5.580000e-004	3.900000e-002
1.450000e-002	5.100000e-004	4.180000e-002
1.500000e-002	5.320000e-004	4.204000e-002
1.550000e-002	5.210000e-004	3.854000e-002
1.600000e-002	4.900000e-004	3.352000e-002
1.650000e-002	4.240000e-004	2.644000e-002
1.700000e-002	3.980000e-004	1.890000e-002
1.750000e-002	3.040000e-004	9.820000e-003
1.800000e-002	2.810000e-004	1.140000e-003
1.850000e-002	1.960000e-004	-6.720000e-003
1.900000e-002	1.970000e-004	-1.324000e-002
1.950000e-002	1.570000e-004	-1.874000e-002
2.000000e-002	7.500000e-005	-2.438000e-002
2.050000e-002	8.500000e-005	-2.780000e-002
2.100000e-002	7.200000e-005	-2.926000e-002
2.150000e-002	1.120000e-004	-3.074000e-002
2.200000e-002	8.800000e-005	-3.008000e-002
2.250000e-002	1.330000e-004	-2.858000e-002
2.300000e-002	1.040000e-004	-2.546000e-002
2.350000e-002	1.540000e-004	-2.152000e-002
2.400000e-002	2.080000e-004	-1.538000e-002
2.450000e-002	2.630000e-004	-6.980000e-003
2.500000e-002	3.060000e-004	1.300000e-003
2.550000e-002	3.670000e-004	9.360000e-003
2.600000e-002	3.970000e-004	1.764000e-002
2.650000e-002	4.670000e-004	2.684000e-002
2.700000e-002	4.800000e-004	3.460000e-002
2.750000e-002	5.510000e-004	3.966000e-002
2.800000e-002	5.790000e-004	4.226000e-002
2.850000e-002	5.620000e-004	4.252000e-002
2.900000e-002	5.200000e-004	4.000000e-002
2.950000e-002	4.790000e-004	3.468000e-002
3.000000e-002	4.160000e-004	2.816000e-002
3.050000e-002	3.940000e-004	1.990000e-002
3.100000e-002	3.590000e-004	1.178000e-002
3.150000e-002	2.850000e-004	2.540000e-003
3.200000e-002	2.480000e-004	-5.480000e-003
3.250000e-002	1.940000e-004	-1.196000e-002
3.300000e-002	1.470000e-004	-1.790000e-002
3.350000e-002	1.170000e-004	-2.180000e-002
3.400000e-002	1.250000e-004	-2.586000e-002
3.450000e-002	8.500000e-005	-2.894000e-002
3.500000e-002	8.100000e-005	-3.028000e-002
3.550000e-002	8.000000e-005	-3.006000e-002
3.600000e-002	7.900000e-005	-2.792000e-002
3.650000e-002	1.050000e-004	-2.482000e-002
3.700000e-002	1.440000e-004	-2.072000e-002
3.750000e-002	1.790000e-004	-1.476000e-002
3.800000e-002	2.510000e-004	-7.140000e-003
3.850000e-002	2.700000e-004	6.600000e-004
3.900000e-002	3.130000e-004	8.760000e-003
3.950000e-002	4.090000e-004	1.790000e-002
4.000000e-002	4.530000e-004	2.612000e-002
4.050000e-002	5.170000e-004	3.360000e-002
4.100000e-002	5.180000e-004	3.892000e-002
4.150000e-002	5.260000e-004	4.210000e-002
4.200000e-002	4.790000e-004	4.230000e-002
4.250000e-002	5.250000e-004	4.024000e-002
4.300000e-002	4.650000e-004	3.512000e-002
4.350000e-002	4.520000e-004	2.860000e-002
4.400000e-002	3.850000e-004	2.114000e-002
4.450000e-002	3.390000e-004	1.284000e-002
4.500000e-002	2.730000e-004	4.680000e-003
4.550000e-002	2.310000e-004	-3.960000e-003
4.600000e-002	1.990000e-004	-1.160000e-002
4.650000e-002	1.590000e-004	-1.834000e-002
4.700000e-002	1.490000e-004	-2.350000e-002
4.750000e-002	1.060000e-004	-2.748000e-002
4.800000e-002	1.040000e-004	-3.000000e-002
4.850000e-002	1.070000e-004	-3.076000e-002
4.900000e-002	8.900000e-005	-2.986000e-002
4.950000e-002	7.300000e-005	-2.840000e-002
5.000000e-002	1.380000e-004	-2.586000e-002
5.050000e-002	1.360000e-004	-2.138000e-002
5.100000e-002	1.800000e-004	-1.606000e-002
5.150000e-002	2.000000e-004	-9.540000e-003
5.200000e-002	2.730000e-004	-2.380000e-003
5.250000e-002	3.500000e-004	7.140000e-003
5.300000e-002	4.370000e-004	1.710000e-002
5.350000e-002	4.290000e-004	2.504000e-002
5.400000e-002	4.680000e-004	3.306000e-002
5.450000e-002	5.080000e-004	3.836000e-002
5.500000e-002	5.440000e-004	4.096000e-002
5.550000e-002	5.590000e-004	4.116000e-002
5.600000e-002	5.400000e-004	3.866000e-002
5.650000e-002	4.820000e-004	3.420000e-002
5.700000e-002	4.440000e-004	2.772000e-002
5.750000e-002	3.940000e-004	2.034000e-002
5.800000e-002	3.410000e-004	1.232000e-002
5.850000e-002	3.270000e-004	4.200000e-003
5.900000e-002	2.340000e-004	-3.500000e-003
5.950000e-002	1.820000e-004	-1.084000e-002
6.000000e-002	1.410000e-004	-1.728000e-002
6.050000e-002	1.180000e-004	-2.288000e-002
6.100000e-002	1.080000e-004	-2.600000e-002
6.150000e-002	1.160000e-004	-2.838000e-002
6.200000e-002	6.400000e-005	-2.958000e-002
6.250000e-002	7.800000e-005	-3.046000e-002
6.300000e-002	7.900000e-005	-2.938000e-002
6.350000e-002	8.100000e-005	-2.780000e-002
6.400000e-002	1.400000e-004	-2.318000e-002
6.450000e-002	1.760000e-004	-1.758000e-002
6.500000e-002	2.440000e-004	-1.052000e-002
6.550000e-002	2.720000e-004	-1.500000e-003
6.600000e-002	3.150000e-004	7.360000e-003
6.650000e-002	3.580000e-004	1.730000e-002
6.700000e-002	4.430000e-004	2.594000e-002
6.750000e-002	4.880000e-004	3.294000e-002
6.800000e-002	5.170000e-004	3.854000e-002
6.850000e-002	5.300000e-004	4.180000e-002
6.900000e-002	5.160000e-004	4.238000e-002
6.950000e-002	4.770000e-004	4.022000e-002
7.000000e-002	4.650000e-004	3.488000e-002
7.050000e-002	4.500000e-004	2.884000e-002
7.100000e-002	3.950000e-004	2.216000e-002
7.150000e-002	3.320000e-004	1.332000e-002
7.200000e-002	2.610000e-004	5.280000e-003
7.250000e-002	2.540000e-004	-2.060000e-003
7.300000e-002	1.980000e-004	-9.960000e-003
7.350000e-002	1.920000e-004	-1.616000e-002
7.400000e-002	1.200000e-004	-2.102000e-002
7.450000e-002	9.200000e-005	-2.512000e-002
7.500000e-002	7.500000e-005	-2.798000e-002
7.550000e-002	8.500000e-005	-2.998000e-002
7.600000e-002	1.000000e-004	-3.048000e-002
7.650000e-002	1.090000e-004	-2.856000e-002
7.700000e-002	9.000000e-005	-2.652000e-002
7.750000e-002	8.700000e-005	-2.226000e-002
7.800000e-002	1.720000e-004	-1.772000e-002
7.850000e-002	2.230000e-004	-1.044000e-002
7.900000e-002	2.640000e-004	-2.500000e-003
7.950000e-002	3.050000e-004	6.920000e-003
8.000000e-002	3.580000e-004	1.632000e-002
8.050000e-002	4.110000e-004	2.512000e-002
8.100000e-002	4.920000e-004	3.332000e-002
8.150000e-002	5.250000e-004	3.916000e-002
8.200000e-002	5.330000e-004	4.248000e-002
8.250000e-002	5.240000e-004	4.216000e-002
8.300000e-002	4.820000e-004	3.976000e-002
8.350000e-002	4.860000e-004	3.588000e-002
8.400000e-002	4.580000e-004	2.956000e-002
8.450000e-002	4.300000e-004	2.192000e-002
8.500000e-002	3.670000e-004	1.484000e-002
8.550000e-002	2.860000e-004	6.880000e-003
8.600000e-002	2.160000e-004	-9.400000e-004
8.650000e-002	2.230000e-004	-7.520000e-003
8.700000e-002	1.840000e-004	-1.454000e-002
8.750000e-002	1.530000e-004	-2.050000e-002
8.800000e-002	8.600000e-005	-2.432000e-002
8.850000e-002	6.500000e-005	-2.780000e-002
8.900000e-002	7.300000e-005	-3.094000e-002
8.950000e-002	7.800000e-005	-3.140000e-002
9.000000e-002	7.100000e-005	-2.984000e-002
9.050000e-002	9.300000e-005	-2.816000e-002
9.100000e-002	1.060000e-004	-2.440000e-002
9.150000e-002	1.390000e-004	-1.826000e-002
9.200000e-002	1.990000e-004	-1.220000e-002
9.250000e-002	2.670000e-004	-4.300000e-003
9.300000e-002	3.330000e-004	5.720000e-003
9.350000e-002	3.770000e-004	1.506000e-002
9.400000e-002	4.280000e-004	2.448000e-002
9.450000e-002	4.900000e-004	3.258000e-002
9.500000e-002	5.340000e-004	3.840000e-002
9.550000e-002	5.390000e-004	4.130000e-002
9.600000e-002	5.340000e-004	4.176000e-002
9.650000e-002	4.820000e-004	3.914000e-002
9.700000e-002	4.630000e-004	3.496000e-002
9.750000e-002	4.440000e-004	2.946000e-002
9.800000e-002	3.890000e-004	2.182000e-002
9.850000e-002	3.620000e-004	1.454000e-002
9.900000e-002	2.890000e-004	6.680000e-003
9.950000e-002	2.480000e-004	-1.500000e-003
1.000000e-001	2.040000e-004	-8.940000e-003
